GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,TDPE001,TDPE002,TDPE003,TDPE004,TDPE005,TDPE006,TDPE007,TDPE008,TDPE009,TDPE010,TXBE001,T76E001,NAME_M,TDPM001,TDPM002,TDPM003,TDPM004,TDPM005,TDPM006,TDPM007,TDPM008,TDPM009,TDPM010,TXBM001,T76M001
"G5100330","2011-2013",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,"Caroline County, Virginia",28974,19180,8563,198,202,0,300,531,16,515,55546,182900,"Caroline County, Virginia",0,243,149,60,104,115,250,206,36,198,6060,8777
"G5100350","2011-2013",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,"Carroll County, Virginia",,,,,,,,,,,31251,104300,"Carroll County, Virginia",,,,,,,,,,,1524,6864
"G5100410","2011-2013",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",323984,222796,73551,817,11372,158,7353,7937,842,7095,70669,216100,"Chesterfield County, Virginia",0,1339,940,246,537,85,1297,1054,435,986,1344,2474
"G5100470","2011-2013",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,"Culpeper County, Virginia",47869,37028,6887,147,750,90,976,1991,131,1860,64165,243300,"Culpeper County, Virginia",0,627,592,150,100,68,559,571,118,559,5290,13782
"G5100530","2011-2013",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,"Dinwiddie County, Virginia",,,,,,,,,,,51107,155800,"Dinwiddie County, Virginia",,,,,,,,,,,2276,11061
"G5100590","2011-2013",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,"Fairfax County, Virginia",1117918,705482,104613,2892,200139,920,52756,51116,8519,42597,109421,483900,"Fairfax County, Virginia",0,5206,1841,753,2773,217,4796,3658,1708,3438,1295,4023
"G5100610","2011-2013",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,"Fauquier County, Virginia",66596,58062,4523,0,866,56,513,2576,103,2473,87242,348300,"Fauquier County, Virginia",0,532,479,115,212,76,488,565,81,545,4039,9085
"G5100650","2011-2013",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,"Fluvanna County, Virginia",25990,21176,4012,10,163,0,183,446,2,444,62832,211100,"Fluvanna County, Virginia",0,157,240,19,51,115,155,241,4,241,5506,14496
"G5100670","2011-2013",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,"Franklin County, Virginia",56344,50557,4720,117,102,0,174,674,41,633,46821,166000,"Franklin County, Virginia",0,137,370,106,120,115,164,363,58,353,3869,6659
"G5100690","2011-2013",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,"Frederick County, Virginia",80417,72738,3415,106,1119,17,1269,1753,163,1590,68439,217900,"Frederick County, Virginia",0,746,261,79,163,29,701,422,131,436,3302,8128
"G5100730","2011-2013",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,"Gloucester County, Virginia",36877,32395,3284,34,167,0,113,884,0,884,59134,225000,"Gloucester County, Virginia",0,153,242,45,105,115,100,209,115,209,5235,14138
"G5100750","2011-2013",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,"Goochland County, Virginia",,,,,,,,,,,75569,338600,"Goochland County, Virginia",,,,,,,,,,,5971,29799
"G5100830","2011-2013",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,"Halifax County, Virginia",35747,21761,13195,51,201,20,367,152,35,117,32678,104700,"Halifax County, Virginia",0,227,112,37,22,32,260,98,58,82,2785,8531
"G5100850","2011-2013",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,"Hanover County, Virginia",100693,87303,9072,244,1342,0,558,2174,105,2069,74398,251000,"Hanover County, Virginia",0,428,294,162,182,115,396,382,92,390,2476,5777
"G5100870","2011-2013",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,"Henrico County, Virginia",314780,185912,93047,1038,21667,170,4365,8581,487,8094,60069,213900,"Henrico County, Virginia",0,1184,1460,263,1119,122,1147,1860,306,1793,1506,3334
"G5100890","2011-2013",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,"Henry County, Virginia",52917,38829,11629,22,267,0,1293,877,65,812,34389,94200,"Henry County, Virginia",0,526,272,28,66,115,542,326,82,325,2044,5655
"G5100930","2011-2013",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,"Isle of Wight County, Virginia",35436,25415,8214,36,326,0,357,1088,115,973,62778,239500,"Isle of Wight County, Virginia",0,135,463,48,146,115,140,506,117,501,3878,11682
"G5100950","2011-2013",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,"James City County, Virginia",69149,55689,9537,326,2092,14,459,1032,156,876,76593,315700,"James City County, Virginia",0,438,245,209,140,26,268,429,188,372,4070,14866
"G5100990","2011-2013",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,"King George County, Virginia",24582,18869,4728,0,360,23,209,393,0,393,82327,275200,"King George County, Virginia",0,257,266,115,76,38,240,178,115,178,7651,14918
"G5101050","2011-2013",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,"Lee County, Virginia",25456,24213,750,64,31,0,132,266,16,250,31003,74000,"Lee County, Virginia",0,257,357,71,72,115,87,193,30,203,1646,3956
"G5101070","2011-2013",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,"Loudoun County, Virginia",337766,231322,25059,823,52868,186,13453,14055,1930,12125,119610,432000,"Loudoun County, Virginia",0,2476,816,193,1313,72,2428,1437,572,1285,2762,6777
"G5101090","2011-2013",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,"Louisa County, Virginia",33601,26660,5975,99,64,0,258,545,82,463,54667,191900,"Louisa County, Virginia",0,175,238,73,70,115,159,242,93,223,4240,10059
"G5101170","2011-2013",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,"Mecklenburg County, Virginia",31950,19319,11253,38,202,27,465,646,23,623,36832,122000,"Mecklenburg County, Virginia",0,136,280,44,171,38,140,341,28,342,3701,7059
"G5101210","2011-2013",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,"Montgomery County, Virginia",95409,83089,4074,188,5636,25,748,1649,15,1634,44623,202500,"Montgomery County, Virginia",0,580,384,143,290,43,458,441,27,445,2259,9497
"G5101370","2011-2013",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,"Orange County, Virginia",34266,28342,4663,77,359,0,269,556,43,513,63233,225200,"Orange County, Virginia",0,162,283,100,151,115,141,307,73,304,4394,11458
"G5101390","2011-2013",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,"Page County, Virginia",23918,22924,311,29,126,0,18,510,74,436,42949,179400,"Page County, Virginia",0,103,111,49,15,115,15,148,81,116,2505,8457
"G5101430","2011-2013",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,"Pittsylvania County, Virginia",62791,47444,13358,35,122,27,423,1382,88,1294,41515,109500,"Pittsylvania County, Virginia",0,350,364,51,91,44,257,424,95,399,1721,6299
"G5101450","2011-2013",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,"Powhatan County, Virginia",28160,23821,3435,177,164,0,94,469,12,457,76417,254100,"Powhatan County, Virginia",0,95,208,107,147,115,84,206,24,199,5831,11332
"G5101470","2011-2013",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,"Prince Edward County, Virginia",23068,14666,7621,42,380,0,174,185,16,169,40216,152300,"Prince Edward County, Virginia",0,114,351,73,325,115,109,119,40,121,5173,11852
"G5101490","2011-2013",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,"Prince George County, Virginia",36959,22418,11786,265,741,124,867,758,170,588,62665,197200,"Prince George County, Virginia",0,376,303,109,71,154,376,275,127,239,5924,11690
"G5101530","2011-2013",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,"Prince William County, Virginia",429316,272294,87374,1926,33399,265,13844,20214,2036,18178,96117,317000,"Prince William County, Virginia",0,2638,1719,580,1101,159,2141,1965,703,1760,2478,5641
"G5101550","2011-2013",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,"Pulaski County, Virginia",,,,,,,,,,,44092,128100,"Pulaski County, Virginia",,,,,,,,,,,3663,9079
"G5101610","2011-2013",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,"Roanoke County, Virginia",93140,83309,5370,54,2511,0,146,1750,265,1485,58900,186700,"Roanoke County, Virginia",0,297,433,78,470,115,144,491,278,454,2624,4563
"G5101630","2011-2013",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,"Rockbridge County, Virginia",22393,20998,687,21,143,22,156,366,33,333,46964,191400,"Rockbridge County, Virginia",0,125,186,31,143,32,110,176,52,164,4813,15270
"G5101650","2011-2013",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,"Rockingham County, Virginia",77407,73098,1230,227,567,17,966,1302,67,1235,52972,195700,"Rockingham County, Virginia",0,555,307,320,85,26,458,337,67,317,2164,6240
"G5101670","2011-2013",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,"Russell County, Virginia",,,,,,,,,,,33728,92300,"Russell County, Virginia",,,,,,,,,,,3246,5031
"G5101690","2011-2013",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,"Scott County, Virginia",,,,,,,,,,,37425,92700,"Scott County, Virginia",,,,,,,,,,,3060,5783
"G5101710","2011-2013",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,"Shenandoah County, Virginia",42520,39583,1118,29,69,0,840,881,200,681,47779,204000,"Shenandoah County, Virginia",0,359,260,32,77,115,381,307,219,210,3200,9719
"G5101730","2011-2013",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,"Smyth County, Virginia",31805,30639,627,28,104,0,0,407,23,384,36599,88300,"Smyth County, Virginia",0,68,264,34,41,115,115,273,41,265,1994,3088
"G5101770","2011-2013",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",125888,93546,19680,286,2978,193,5690,3515,269,3246,77198,237300,"Spotsylvania County, Virginia",0,903,579,126,273,28,1043,636,144,598,3138,7125
"G5101790","2011-2013",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,"Stafford County, Virginia",134396,95301,22699,674,3407,178,6608,5529,543,4986,95050,297300,"Stafford County, Virginia",0,1050,706,232,396,125,982,911,243,850,3274,6876
"G5101850","2011-2013",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,"Tazewell County, Virginia",44366,42038,1171,8,137,0,85,927,8,919,35622,88700,"Tazewell County, Virginia",0,278,308,15,96,115,91,244,13,243,2365,5227
"G5101870","2011-2013",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,"Warren County, Virginia",38141,34904,1795,87,429,25,88,813,19,794,60950,194900,"Warren County, Virginia",0,163,205,53,101,37,78,259,33,260,5496,12313
"G5101910","2011-2013",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,"Washington County, Virginia",54811,52906,1034,112,184,0,127,448,147,301,41657,131900,"Washington County, Virginia",0,219,184,63,118,115,90,178,130,114,2929,10845
"G5101950","2011-2013",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,"Wise County, Virginia",40916,37974,2145,48,212,0,93,444,57,387,35563,86400,"Wise County, Virginia",0,71,191,52,115,115,61,203,53,197,1961,4920
"G5101970","2011-2013",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,"Wythe County, Virginia",29300,27879,1141,4,187,0,43,46,0,46,39619,109000,"Wythe County, Virginia",0,45,44,10,115,115,45,42,115,42,3889,10818
"G5101990","2011-2013",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,"York County, Virginia",66142,51019,8994,130,3453,111,440,1995,79,1916,79347,313100,"York County, Virginia",0,333,406,103,261,98,226,385,57,384,3911,10634
"G5105100","2011-2013",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,"Alexandria city, Virginia",146690,95014,31907,356,9363,0,4458,5592,1043,4549,85762,477900,"Alexandria city, Virginia",0,1557,756,180,526,115,1478,1061,517,886,2590,15699
"G5105400","2011-2013",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,"Charlottesville city, Virginia",43902,31035,8540,94,2914,54,225,1040,108,932,44215,288200,"Charlottesville city, Virginia",0,205,231,95,162,86,165,284,85,262,3946,10490
"G5105500","2011-2013",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",228092,143053,67863,552,7498,213,1870,7043,500,6543,67213,252800,"Chesapeake city, Virginia",0,867,911,195,573,124,702,1068,283,1061,2180,4647
"G5105900","2011-2013",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,"Danville city, Virginia",42867,19911,20792,51,524,0,717,872,85,787,32066,87700,"Danville city, Virginia",0,245,345,43,115,115,337,352,110,325,1696,3404
"G5106000","2011-2013",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,"Fairfax city, Virginia",23373,16011,1054,130,3453,23,1296,1406,334,1072,100429,457300,"Fairfax city, Virginia",0,590,242,174,223,32,524,529,391,352,9528,15624
"G5106300","2011-2013",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,"Fredericksburg city, Virginia",27142,17640,6283,59,677,11,1348,1124,70,1054,47945,311100,"Fredericksburg city, Virginia",0,748,335,68,184,18,827,419,74,414,6666,23837
"G5106500","2011-2013",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,"Hampton city, Virginia",136507,58458,69242,462,2904,31,1204,4206,308,3898,48295,191800,"Hampton city, Virginia",0,651,806,170,637,37,454,802,241,844,2896,4670
"G5106600","2011-2013",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,"Harrisonburg city, Virginia",50759,43244,3731,42,1875,85,384,1398,137,1261,36157,197800,"Harrisonburg city, Virginia",0,624,606,56,235,107,265,446,143,423,2719,9309
"G5106700","2011-2013",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,"Hopewell city, Virginia",22346,12052,8614,53,111,0,858,658,0,658,37928,132300,"Hopewell city, Virginia",0,405,361,56,117,115,468,339,115,339,2664,7391
"G5106800","2011-2013",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",77157,50068,21711,200,2056,24,712,2386,387,1999,38568,146800,"Lynchburg city, Virginia",0,461,456,151,191,34,384,717,379,538,2579,3732
"G5106830","2011-2013",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,"Manassas city, Virginia",40552,29731,5803,26,1964,0,1374,1654,307,1347,69377,252300,"Manassas city, Virginia",0,848,574,45,329,115,766,647,183,635,3491,16379
"G5107000","2011-2013",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,"Newport News city, Virginia",181043,92052,72845,688,5252,364,2423,7419,475,6944,49096,195200,"Newport News city, Virginia",0,882,1061,295,437,115,878,1063,194,1038,1750,3789
"G5107100","2011-2013",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,"Norfolk city, Virginia",245262,117826,103516,1011,7785,474,5026,9624,878,8746,43864,193300,"Norfolk city, Virginia",0,1088,1294,275,533,79,988,1190,316,1115,1535,3158
"G5107300","2011-2013",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,"Petersburg city, Virginia",32294,5788,25287,32,117,0,444,626,248,378,31526,117700,"Petersburg city, Virginia",0,321,293,38,93,115,290,266,187,190,1582,7560
"G5107400","2011-2013",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",96209,39636,51017,249,904,30,1178,3195,336,2859,44123,171000,"Portsmouth city, Virginia",0,496,696,107,214,47,514,606,229,579,1776,2783
"G5107600","2011-2013",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,"Richmond city, Virginia",210453,91373,103104,614,4525,69,3233,7535,225,7310,39469,187100,"Richmond city, Virginia",0,934,1002,371,337,73,901,1229,120,1230,1643,5814
"G5107700","2011-2013",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,"Roanoke city, Virginia",97654,63367,26503,358,2083,178,795,4370,308,4062,37710,130900,"Roanoke city, Virginia",0,738,1133,336,137,252,469,1104,340,1094,2118,3854
"G5107750","2011-2013",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,"Salem city, Virginia",25058,22129,1991,0,497,0,231,210,23,187,44177,171200,"Salem city, Virginia",0,244,157,115,49,115,241,175,30,174,4877,9234
"G5107900","2011-2013",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,"Staunton city, Virginia",24120,19975,2708,33,289,0,208,907,94,813,38151,162200,"Staunton city, Virginia",0,106,305,39,132,115,146,276,87,286,2502,6921
"G5108000","2011-2013",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,"Suffolk city, Virginia",85228,44678,35218,80,752,27,278,4195,263,3932,64795,234800,"Suffolk city, Virginia",0,387,807,60,314,29,172,886,172,899,3758,6720
"G5108100","2011-2013",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",445561,304255,85925,1399,28826,608,5275,19273,1575,17698,64771,261000,"Virginia Beach city, Virginia",0,1049,1710,385,703,151,807,1758,462,1747,1342,3148
"G5108200","2011-2013",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",21145,16712,3306,40,203,0,348,536,0,536,43331,158500,"Waynesboro city, Virginia",0,107,601,65,81,115,479,301,115,301,4895,8557
"G5108400","2011-2013",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,"Winchester city, Virginia",26887,21811,2687,28,680,0,655,1026,119,907,42858,207500,"Winchester city, Virginia",0,616,263,36,81,115,559,390,132,379,3178,14781
"G5300030","2011-2013",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,"Asotin County, Washington",21966,20599,126,216,207,77,172,569,103,466,43138,171800,"Asotin County, Washington",0,150,101,132,77,108,121,223,70,192,3146,11518
"G5300050","2011-2013",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,"Benton County, Washington",182460,146088,2877,1387,5019,220,20808,6061,1649,4412,59638,179700,"Benton County, Washington",0,2007,358,401,445,61,2192,1105,747,719,1983,3753
"G5300070","2011-2013",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,"Chelan County, Washington",73609,65297,291,988,574,74,4879,1506,412,1094,51518,246300,"Chelan County, Washington",0,1500,141,284,153,60,1551,447,368,279,2195,12528
"G5300090","2011-2013",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,"Clallam County, Washington",72014,63384,652,3763,1247,16,511,2441,91,2350,47021,214800,"Clallam County, Washington",0,327,160,305,223,15,333,410,92,415,1611,6816
"G5300110","2011-2013",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,"Clark County, Washington",438194,372929,9058,3415,18507,3194,13233,17858,1345,16513,57341,221700,"Clark County, Washington",0,1570,757,509,794,527,1513,1279,421,1226,1075,2985
"G5300150","2011-2013",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,"Cowlitz County, Washington",102009,92721,686,1055,1303,173,1273,4798,608,4190,47283,173800,"Cowlitz County, Washington",0,606,213,292,255,195,483,632,349,551,2294,4816
"G5300170","2011-2013",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,"Douglas County, Washington",39187,29161,109,343,357,47,8078,1092,197,895,52712,198700,"Douglas County, Washington",0,739,81,202,136,55,734,237,122,209,2649,8885
"G5300210","2011-2013",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,"Franklin County, Washington",85186,54668,1638,464,1831,63,24031,2491,906,1585,55435,164900,"Franklin County, Washington",0,2215,459,184,223,60,2225,682,465,501,3310,4163
"G5300250","2011-2013",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,"Grant County, Washington",91363,62538,875,1111,906,56,23174,2703,846,1857,45563,152600,"Grant County, Washington",0,1957,152,243,198,60,2069,710,490,541,2595,6187
"G5300270","2011-2013",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",71720,62047,1010,3154,1069,278,1823,2339,239,2100,42289,154200,"Grays Harbor County, Washington",0,567,171,334,300,56,580,509,182,467,2230,4845
"G5300290","2011-2013",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,"Island County, Washington",79027,67478,1933,691,3493,456,1261,3715,482,3233,56369,286000,"Island County, Washington",0,636,231,195,436,110,555,696,342,576,3179,8391
"G5300310","2011-2013",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,"Jefferson County, Washington",29931,27008,190,653,461,27,130,1462,94,1368,46216,275700,"Jefferson County, Washington",0,157,151,245,109,44,102,297,88,294,3774,17696
"G5300330","2011-2013",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,"King County, Washington",2007779,1388257,124485,15557,301728,15613,51268,110871,10199,100672,70998,364900,"King County, Washington",0,4128,2167,1236,2836,603,3812,4272,1668,3945,732,2388
"G5300350","2011-2013",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,"Kitsap County, Washington",254326,208080,6814,3691,12219,1987,4780,16755,1237,15518,61698,259400,"Kitsap County, Washington",0,1449,541,902,802,331,1288,1241,402,1199,1373,5325
"G5300370","2011-2013",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,"Kittitas County, Washington",41661,36935,367,268,1019,0,1891,1181,66,1115,43990,233000,"Kittitas County, Washington",0,420,192,191,149,113,441,320,67,321,3035,12122
"G5300390","2011-2013",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,"Klickitat County, Washington",20721,19061,173,543,70,63,342,469,68,401,43367,191600,"Klickitat County, Washington",0,247,125,140,87,39,190,175,102,150,4792,16123
"G5300410","2011-2013",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,"Lewis County, Washington",75431,69174,595,473,723,8,1526,2932,346,2586,42342,176700,"Lewis County, Washington",0,648,129,177,154,11,615,338,218,282,1802,5951
"G5300450","2011-2013",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,"Mason County, Washington",60717,51673,726,1763,901,121,1981,3552,393,3159,45964,197700,"Mason County, Washington",0,630,416,357,142,95,644,591,237,569,3138,10816
"G5300470","2011-2013",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,"Okanogan County, Washington",41260,31039,230,4187,301,79,3480,1944,294,1650,39910,159500,"Okanogan County, Washington",0,687,81,416,85,42,779,566,320,474,3368,7758
"G5300490","2011-2013",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,"Pacific County, Washington",20659,18364,91,410,409,17,615,753,46,707,36052,151100,"Pacific County, Washington",0,293,82,136,110,24,281,192,78,163,2319,10125
"G5300530","2011-2013",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,"Pierce County, Washington",811730,610269,54489,9640,48756,11189,20905,56482,3503,52979,58056,225300,"Pierce County, Washington",0,2454,2086,1115,1628,600,2517,3174,811,3136,1139,2059
"G5300570","2011-2013",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,"Skagit County, Washington",118225,103271,915,1933,2013,409,5318,4366,719,3647,53182,247900,"Skagit County, Washington",0,1411,172,311,306,175,1212,861,265,792,1810,5686
"G5300610","2011-2013",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,"Snohomish County, Washington",733797,584261,18691,7791,69420,3016,14376,36242,2630,33612,67192,276800,"Snohomish County, Washington",0,2796,1205,994,1411,492,2558,2182,710,1937,1089,2595
"G5300630","2011-2013",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,"Spokane County, Washington",476295,424979,9608,6277,11209,1856,4729,17637,938,16699,48874,180200,"Spokane County, Washington",0,1155,1016,789,680,280,1059,1237,277,1234,878,2770
"G5300650","2011-2013",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,"Stevens County, Washington",43508,39176,61,2247,236,0,131,1657,7,1650,41529,172900,"Stevens County, Washington",0,146,40,266,83,113,96,285,12,281,1619,5648
"G5300670","2011-2013",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,"Thurston County, Washington",259144,215496,7091,2997,15190,2372,3261,12737,879,11858,60207,236100,"Thurston County, Washington",0,955,638,482,718,232,900,1112,270,1088,1902,3646
"G5300710","2011-2013",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,"Walla Walla County, Washington",59481,52144,995,655,1058,107,2057,2465,425,2040,46022,189000,"Walla Walla County, Washington",0,786,196,384,190,111,547,485,240,439,2970,10039
"G5300730","2011-2013",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,"Whatcom County, Washington",204880,177014,1902,5646,8105,502,4068,7643,684,6959,51847,267100,"Whatcom County, Washington",0,1348,285,646,605,88,1261,1006,289,979,1958,5551
"G5300750","2011-2013",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,"Whitman County, Washington",46026,38723,931,220,3244,177,551,2180,99,2081,34410,179100,"Whitman County, Washington",0,219,119,77,302,140,199,352,76,372,2795,9243
"G5300770","2011-2013",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,"Yakima County, Washington",246498,188600,2156,9205,3158,135,35868,7376,2016,5360,43285,157400,"Yakima County, Washington",0,3396,416,648,479,66,3381,1035,499,985,1572,3406
"G5400030","2011-2013",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",107192,94166,7779,150,1071,160,1492,2374,69,2305,53289,158700,"Berkeley County, West Virginia",0,634,685,110,270,176,664,626,66,616,2333,3602
"G5400050","2011-2013",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,"Boone County, West Virginia",,,,,,,,,,,41077,79800,"Boone County, West Virginia",,,,,,,,,,,4209,5545
"G5400090","2011-2013",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,"Brooke County, West Virginia",23838,23097,354,93,125,8,28,133,0,133,45389,85800,"Brooke County, West Virginia",0,34,151,95,12,13,34,111,107,111,3791,5031
"G5400110","2011-2013",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,"Cabell County, West Virginia",96878,88354,4573,145,935,0,215,2656,5,2651,38044,108600,"Cabell County, West Virginia",0,249,423,112,207,107,172,473,11,470,2251,4556
"G5400190","2011-2013",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,"Fayette County, West Virginia",45808,42755,2363,69,34,0,172,415,9,406,34109,73500,"Fayette County, West Virginia",0,138,99,83,40,107,137,117,20,117,2651,4283
"G5400250","2011-2013",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",35689,33645,855,0,93,8,159,929,87,842,39710,99600,"Greenbrier County, West Virginia",0,140,133,107,61,13,173,208,124,154,3409,9533
"G5400270","2011-2013",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",,,,,,,,,,,27705,121300,"Hampshire County, West Virginia",,,,,,,,,,,2827,9764
