GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,AF9LE001,NAME_M,AF49M001,AF9LM001
"G3700290","2012-2016",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",60714,216600,"Camden County, North Carolina",8234,11226
"G3700310","2012-2016",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",50599,197600,"Carteret County, North Carolina",1382,4591
"G3700330","2012-2016",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",38310,99500,"Caswell County, North Carolina",1619,5154
"G3700350","2012-2016",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",45450,137600,"Catawba County, North Carolina",1565,2680
"G3700370","2012-2016",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",58555,243900,"Chatham County, North Carolina",2360,9788
"G3700390","2012-2016",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",35284,140700,"Cherokee County, North Carolina",2102,9029
"G3700410","2012-2016",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",41156,131500,"Chowan County, North Carolina",5164,11437
"G3700430","2012-2016",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",36296,145800,"Clay County, North Carolina",6050,16257
"G3700450","2012-2016",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",39134,108100,"Cleveland County, North Carolina",1894,2902
"G3700470","2012-2016",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",35847,84800,"Columbus County, North Carolina",1650,2877
"G3700490","2012-2016",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",47957,154000,"Craven County, North Carolina",1450,3744
"G3700510","2012-2016",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",44810,129000,"Cumberland County, North Carolina",675,2607
"G3700530","2012-2016",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",61086,227400,"Currituck County, North Carolina",5207,11315
"G3700550","2012-2016",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",54787,283000,"Dare County, North Carolina",2704,9803
"G3700570","2012-2016",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",44469,132000,"Davidson County, North Carolina",1384,3257
"G3700590","2012-2016",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",51662,169300,"Davie County, North Carolina",2320,6428
"G3700610","2012-2016",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",35364,88200,"Duplin County, North Carolina",2170,3516
"G3700630","2012-2016",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",54093,186800,"Durham County, North Carolina",1074,3205
"G3700650","2012-2016",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",32298,82200,"Edgecombe County, North Carolina",1726,2725
"G3700670","2012-2016",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",46283,151300,"Forsyth County, North Carolina",945,1635
"G3700690","2012-2016",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",44272,134500,"Franklin County, North Carolina",2713,5393
"G3700710","2012-2016",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",44288,126000,"Gaston County, North Carolina",1075,2474
"G3700730","2012-2016",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",51582,136800,"Gates County, North Carolina",2508,13872
"G3700750","2012-2016",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",34778,122300,"Graham County, North Carolina",4836,15902
"G3700770","2012-2016",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",50317,141200,"Granville County, North Carolina",1867,4256
"G3700790","2012-2016",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",37190,88300,"Greene County, North Carolina",3865,4089
"G3700810","2012-2016",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",46896,157300,"Guilford County, North Carolina",682,1596
"G3700830","2012-2016",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",32549,87700,"Halifax County, North Carolina",1823,3064
"G3700850","2012-2016",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",47930,140800,"Harnett County, North Carolina",1702,3382
"G3700870","2012-2016",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",43097,165800,"Haywood County, North Carolina",2901,5395
"G3700890","2012-2016",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",48138,185800,"Henderson County, North Carolina",1609,5201
"G3700910","2012-2016",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",34523,86900,"Hertford County, North Carolina",2815,3805
"G3700930","2012-2016",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",42704,134100,"Hoke County, North Carolina",2579,5884
"G3700950","2012-2016",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",37741,75600,"Hyde County, North Carolina",3846,16558
"G3700970","2012-2016",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",53937,169300,"Iredell County, North Carolina",1143,2930
"G3700990","2012-2016",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",40278,172800,"Jackson County, North Carolina",2673,8506
"G3701010","2012-2016",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",51980,147500,"Johnston County, North Carolina",1618,3229
"G3701030","2012-2016",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",34080,91000,"Jones County, North Carolina",4064,8416
"G3701050","2012-2016",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",46402,134800,"Lee County, North Carolina",2332,5309
"G3701070","2012-2016",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",36956,93400,"Lenoir County, North Carolina",2126,3662
"G3701090","2012-2016",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",49283,153500,"Lincoln County, North Carolina",1443,5189
"G3701110","2012-2016",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",37590,104500,"McDowell County, North Carolina",1897,5630
"G3701130","2012-2016",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",39593,167500,"Macon County, North Carolina",1924,6444
"G3701150","2012-2016",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",40408,162500,"Madison County, North Carolina",2959,6244
"G3701170","2012-2016",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",34957,84000,"Martin County, North Carolina",2309,4302
"G3701190","2012-2016",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",59268,192700,"Mecklenburg County, North Carolina",718,1739
"G3701210","2012-2016",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",39658,143500,"Mitchell County, North Carolina",3373,10525
"G3701230","2012-2016",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",34819,95700,"Montgomery County, North Carolina",2537,6132
"G3701250","2012-2016",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",51873,205300,"Moore County, North Carolina",1583,6353
"G3701270","2012-2016",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",43804,120500,"Nash County, North Carolina",1822,3861
"G3701290","2012-2016",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",51232,215800,"New Hanover County, North Carolina",997,4042
"G3701310","2012-2016",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",31543,81000,"Northampton County, North Carolina",1926,5411
"G3701330","2012-2016",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",46786,153300,"Onslow County, North Carolina",1241,2869
"G3701350","2012-2016",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",61130,281700,"Orange County, North Carolina",1995,7451
"G3701370","2012-2016",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",43808,147200,"Pamlico County, North Carolina",1967,11885
"G3701390","2012-2016",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",45750,156400,"Pasquotank County, North Carolina",2106,5165
"G3701410","2012-2016",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",46580,160300,"Pender County, North Carolina",2310,5022
"G3701430","2012-2016",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",45208,165000,"Perquimans County, North Carolina",2400,9001
"G3701450","2012-2016",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",43297,116000,"Person County, North Carolina",3236,4171
"G3701470","2012-2016",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",42308,135000,"Pitt County, North Carolina",1218,3276
"G3701490","2012-2016",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",47396,208000,"Polk County, North Carolina",2674,16777
"G3701510","2012-2016",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",43010,118900,"Randolph County, North Carolina",1197,2953
"G3701530","2012-2016",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",32526,80500,"Richmond County, North Carolina",1956,4014
"G3701550","2012-2016",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",31298,71000,"Robeson County, North Carolina",874,1983
"G3701570","2012-2016",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",40003,107200,"Rockingham County, North Carolina",1438,3262
"G3701590","2012-2016",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, North Carolina",44494,130500,"Rowan County, North Carolina",1367,4289
"G3701610","2012-2016",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",36144,107600,"Rutherford County, North Carolina",2048,5307
"G3701630","2012-2016",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sampson County, North Carolina",36742,87900,"Sampson County, North Carolina",2066,2920
"G3701650","2012-2016",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, North Carolina",30013,83200,"Scotland County, North Carolina",1956,3431
"G3701670","2012-2016",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanly County, North Carolina",44140,129300,"Stanly County, North Carolina",2418,5700
"G3701690","2012-2016",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stokes County, North Carolina",42489,120900,"Stokes County, North Carolina",1716,4209
"G3701710","2012-2016",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",37345,119300,"Surry County, North Carolina",1192,3411
"G3701730","2012-2016",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swain County, North Carolina",33598,121900,"Swain County, North Carolina",2593,8738
"G3701750","2012-2016",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transylvania County, North Carolina",43918,203100,"Transylvania County, North Carolina",3768,8589
"G3701770","2012-2016",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrrell County, North Carolina",32165,112400,"Tyrrell County, North Carolina",4260,18946
"G3701790","2012-2016",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, North Carolina",67194,206000,"Union County, North Carolina",1492,4960
"G3701810","2012-2016",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance County, North Carolina",32733,96700,"Vance County, North Carolina",1989,4182
"G3701830","2012-2016",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake County, North Carolina",70620,241600,"Wake County, North Carolina",890,1929
"G3701850","2012-2016",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, North Carolina",33913,95100,"Warren County, North Carolina",3699,5501
"G3701870","2012-2016",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, North Carolina",33286,82400,"Washington County, North Carolina",4373,5525
"G3701890","2012-2016",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watauga County, North Carolina",39443,230700,"Watauga County, North Carolina",2033,6697
"G3701910","2012-2016",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, North Carolina",40457,114200,"Wayne County, North Carolina",1418,3848
"G3701930","2012-2016",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",34846,119100,"Wilkes County, North Carolina",1778,4705
"G3701950","2012-2016",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",40260,117100,"Wilson County, North Carolina",1166,4159
"G3701970","2012-2016",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yadkin County, North Carolina",38623,126900,"Yadkin County, North Carolina",3433,6936
"G3701990","2012-2016",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yancey County, North Carolina",36993,140500,"Yancey County, North Carolina",2921,10223
"G3800010","2012-2016",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, North Dakota",53295,124000,"Adams County, North Dakota",8277,41344
"G3800030","2012-2016",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnes County, North Dakota",55778,96700,"Barnes County, North Dakota",4269,8623
"G3800050","2012-2016",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benson County, North Dakota",41530,65400,"Benson County, North Dakota",1771,4699
"G3800070","2012-2016",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings County, North Dakota",67969,167200,"Billings County, North Dakota",22651,21601
"G3800090","2012-2016",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bottineau County, North Dakota",55958,128000,"Bottineau County, North Dakota",3114,11487
"G3800110","2012-2016",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman County, North Dakota",62955,145700,"Bowman County, North Dakota",4641,14740
"G3800130","2012-2016",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Dakota",65521,116400,"Burke County, North Dakota",7099,8473
"G3800150","2012-2016",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",66057,220800,"Burleigh County, North Dakota",2170,4229
"G3800170","2012-2016",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, North Dakota",54926,183800,"Cass County, North Dakota",1813,3149
"G3800190","2012-2016",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavalier County, North Dakota",65645,90500,"Cavalier County, North Dakota",8106,9579
"G3800210","2012-2016",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickey County, North Dakota",55882,105500,"Dickey County, North Dakota",4654,10338
"G3800230","2012-2016",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Divide County, North Dakota",62470,115800,"Divide County, North Dakota",10919,17277
"G3800250","2012-2016",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, North Dakota",66964,162700,"Dunn County, North Dakota",7747,12050
"G3800270","2012-2016",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, North Dakota",55489,70900,"Eddy County, North Dakota",6631,5376
"G3800290","2012-2016",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmons County, North Dakota",45472,84900,"Emmons County, North Dakota",3733,8170
"G3800310","2012-2016",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foster County, North Dakota",55625,110400,"Foster County, North Dakota",7498,15515
"G3800330","2012-2016",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, North Dakota",37014,115700,"Golden Valley County, North Dakota",11574,12133
"G3800350","2012-2016",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Forks County, North Dakota",50652,168900,"Grand Forks County, North Dakota",1533,3633
"G3800370","2012-2016",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, North Dakota",45978,80600,"Grant County, North Dakota",5574,8104
"G3800390","2012-2016",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Griggs County, North Dakota",50250,85800,"Griggs County, North Dakota",6581,4073
"G3800410","2012-2016",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hettinger County, North Dakota",55230,106000,"Hettinger County, North Dakota",6490,8488
"G3800430","2012-2016",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidder County, North Dakota",58527,100100,"Kidder County, North Dakota",4498,16731
"G3800450","2012-2016",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaMoure County, North Dakota",55900,87300,"LaMoure County, North Dakota",3546,6360
"G3800470","2012-2016",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, North Dakota",55068,72300,"Logan County, North Dakota",4093,6409
"G3800490","2012-2016",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, North Dakota",60741,118100,"McHenry County, North Dakota",3600,8966
"G3800510","2012-2016",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, North Dakota",43650,67900,"McIntosh County, North Dakota",4094,6502
"G3800530","2012-2016",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKenzie County, North Dakota",78179,202800,"McKenzie County, North Dakota",6998,17590
"G3800550","2012-2016",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, North Dakota",59976,150300,"McLean County, North Dakota",2666,11941
"G3800570","2012-2016",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, North Dakota",73801,152200,"Mercer County, North Dakota",4987,10504
"G3800590","2012-2016",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, North Dakota",63549,173400,"Morton County, North Dakota",4103,7314
"G3800610","2012-2016",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountrail County, North Dakota",68082,161400,"Mountrail County, North Dakota",5197,8834
"G3800630","2012-2016",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, North Dakota",51280,77500,"Nelson County, North Dakota",1772,5545
"G3800650","2012-2016",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oliver County, North Dakota",66196,125600,"Oliver County, North Dakota",3225,33817
"G3800670","2012-2016",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembina County, North Dakota",56813,80200,"Pembina County, North Dakota",4397,3555
"G3800690","2012-2016",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, North Dakota",43086,102900,"Pierce County, North Dakota",5211,10840
"G3800710","2012-2016",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, North Dakota",50776,112100,"Ramsey County, North Dakota",5139,11843
"G3800730","2012-2016",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ransom County, North Dakota",57088,113600,"Ransom County, North Dakota",3990,5986
"G3800750","2012-2016",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, North Dakota",65927,120400,"Renville County, North Dakota",6625,9405
"G3800770","2012-2016",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, North Dakota",58125,109000,"Richland County, North Dakota",3916,5021
"G3800790","2012-2016",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolette County, North Dakota",37313,73900,"Rolette County, North Dakota",4179,4573
"G3800810","2012-2016",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sargent County, North Dakota",57472,83000,"Sargent County, North Dakota",2607,7326
"G3800830","2012-2016",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, North Dakota",48375,71800,"Sheridan County, North Dakota",4498,17634
"G3800850","2012-2016",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, North Dakota",39539,74300,"Sioux County, North Dakota",5956,10010
"G3800870","2012-2016",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slope County, North Dakota",58750,117800,"Slope County, North Dakota",15284,27775
"G3800890","2012-2016",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, North Dakota",76817,222200,"Stark County, North Dakota",5044,6138
"G3800910","2012-2016",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, North Dakota",58603,73600,"Steele County, North Dakota",5941,6393
"G3800930","2012-2016",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stutsman County, North Dakota",53685,120500,"Stutsman County, North Dakota",2439,6947
"G3800950","2012-2016",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towner County, North Dakota",53929,70300,"Towner County, North Dakota",4311,8753
"G3800970","2012-2016",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traill County, North Dakota",55764,115300,"Traill County, North Dakota",4406,6480
"G3800990","2012-2016",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walsh County, North Dakota",51181,81300,"Walsh County, North Dakota",2524,4588
"G3801010","2012-2016",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, North Dakota",63037,207600,"Ward County, North Dakota",2093,6437
"G3801030","2012-2016",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, North Dakota",50685,74900,"Wells County, North Dakota",3503,4109
"G3801050","2012-2016",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams County, North Dakota",90080,224000,"Williams County, North Dakota",4363,14390
"G3900010","2012-2016",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Ohio",34709,94300,"Adams County, Ohio",2550,7378
"G3900030","2012-2016",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Ohio",45575,107500,"Allen County, Ohio",1458,2338
"G3900050","2012-2016",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Ohio",48509,120700,"Ashland County, Ohio",1671,3285
