GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,AF9LE001,NAME_M,AF49M001,AF9LM001
"G2101470","2012-2016",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCreary County, Kentucky",18972,62500,"McCreary County, Kentucky",1404,4894
"G2101490","2012-2016",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Kentucky",43005,98200,"McLean County, Kentucky",6803,9619
"G2101510","2012-2016",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",43707,147400,"Madison County, Kentucky",2430,4393
"G2101530","2012-2016",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magoffin County, Kentucky",29463,56500,"Magoffin County, Kentucky",3579,7202
"G2101550","2012-2016",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kentucky",40392,99700,"Marion County, Kentucky",2489,5817
"G2101570","2012-2016",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kentucky",45670,115300,"Marshall County, Kentucky",3444,6230
"G2101590","2012-2016",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Kentucky",29052,75600,"Martin County, Kentucky",4932,8085
"G2101610","2012-2016",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Kentucky",38613,105600,"Mason County, Kentucky",3421,8451
"G2101630","2012-2016",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kentucky",50034,134700,"Meade County, Kentucky",2645,8254
"G2101650","2012-2016",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee County, Kentucky",35280,78500,"Menifee County, Kentucky",5685,4900
"G2101670","2012-2016",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Kentucky",46130,134000,"Mercer County, Kentucky",2913,5966
"G2101690","2012-2016",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metcalfe County, Kentucky",33788,77600,"Metcalfe County, Kentucky",5504,5452
"G2101710","2012-2016",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Kentucky",34120,71600,"Monroe County, Kentucky",4281,3936
"G2101730","2012-2016",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kentucky",39750,114500,"Montgomery County, Kentucky",2657,5766
"G2101750","2012-2016",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Kentucky",32517,76900,"Morgan County, Kentucky",2800,4034
"G2101770","2012-2016",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muhlenberg County, Kentucky",40445,81400,"Muhlenberg County, Kentucky",2040,5034
"G2101790","2012-2016",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Kentucky",51408,139000,"Nelson County, Kentucky",1514,5721
"G2101810","2012-2016",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, Kentucky",37993,86200,"Nicholas County, Kentucky",3531,6199
"G2101830","2012-2016",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Kentucky",39479,85400,"Ohio County, Kentucky",3525,4427
"G2101850","2012-2016",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",86324,250500,"Oldham County, Kentucky",3671,6940
"G2101870","2012-2016",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Kentucky",41597,97000,"Owen County, Kentucky",2818,5942
"G2101890","2012-2016",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owsley County, Kentucky",22106,66200,"Owsley County, Kentucky",6197,16254
"G2101910","2012-2016",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, Kentucky",49766,102100,"Pendleton County, Kentucky",5169,9155
"G2101930","2012-2016",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Kentucky",31578,72800,"Perry County, Kentucky",3220,4146
"G2101950","2012-2016",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",32816,73100,"Pike County, Kentucky",1228,3405
"G2101970","2012-2016",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Kentucky",34048,80200,"Powell County, Kentucky",3882,7921
"G2101990","2012-2016",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Kentucky",34673,109100,"Pulaski County, Kentucky",2072,4252
"G2102010","2012-2016",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Kentucky",30964,115000,"Robertson County, Kentucky",4531,12270
"G2102030","2012-2016",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockcastle County, Kentucky",33500,75100,"Rockcastle County, Kentucky",3303,5079
"G2102050","2012-2016",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, Kentucky",36216,117300,"Rowan County, Kentucky",3818,9263
"G2102070","2012-2016",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kentucky",31539,88600,"Russell County, Kentucky",2350,7336
"G2102090","2012-2016",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",64329,167700,"Scott County, Kentucky",2323,3965
"G2102110","2012-2016",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",61737,176800,"Shelby County, Kentucky",2451,7347
"G2102130","2012-2016",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",42288,119700,"Simpson County, Kentucky",3746,9453
"G2102150","2012-2016",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",65700,186100,"Spencer County, Kentucky",6700,12080
"G2102170","2012-2016",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",32977,104300,"Taylor County, Kentucky",2726,6397
"G2102190","2012-2016",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",41306,89700,"Todd County, Kentucky",4119,7867
"G2102210","2012-2016",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",45032,116600,"Trigg County, Kentucky",4943,8221
"G2102230","2012-2016",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",45935,114400,"Trimble County, Kentucky",4619,9029
"G2102250","2012-2016",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",41255,82100,"Union County, Kentucky",1579,6965
"G2102270","2012-2016",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",46929,146100,"Warren County, Kentucky",1330,4085
"G2102290","2012-2016",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",43719,100700,"Washington County, Kentucky",2979,6480
"G2102310","2012-2016",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",30260,80700,"Wayne County, Kentucky",2254,5916
"G2102330","2012-2016",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",38374,78700,"Webster County, Kentucky",2869,5217
"G2102350","2012-2016",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",32397,79100,"Whitley County, Kentucky",2368,5038
"G2102370","2012-2016",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfe County, Kentucky",21797,64000,"Wolfe County, Kentucky",2270,8664
"G2102390","2012-2016",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Kentucky",59471,182700,"Woodford County, Kentucky",3896,5373
"G2200010","2012-2016",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acadia Parish, Louisiana",39837,91600,"Acadia Parish, Louisiana",2792,4487
"G2200030","2012-2016",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Parish, Louisiana",41801,82700,"Allen Parish, Louisiana",4697,5976
"G2200050","2012-2016",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",71752,172300,"Ascension Parish, Louisiana",2412,3676
"G2200070","2012-2016",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption Parish, Louisiana",47822,108600,"Assumption Parish, Louisiana",3673,7123
"G2200090","2012-2016",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avoyelles Parish, Louisiana",34985,93000,"Avoyelles Parish, Louisiana",3292,6253
"G2200110","2012-2016",,,"Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beauregard Parish, Louisiana",46599,108700,"Beauregard Parish, Louisiana",3000,8746
"G2200130","2012-2016",,,"Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bienville Parish, Louisiana",35722,78300,"Bienville Parish, Louisiana",4413,4656
"G2200150","2012-2016",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",51894,158400,"Bossier Parish, Louisiana",1847,4005
"G2200170","2012-2016",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",40815,132400,"Caddo Parish, Louisiana",989,4030
"G2200190","2012-2016",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",46457,126600,"Calcasieu Parish, Louisiana",1450,3756
"G2200210","2012-2016",,,"Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell Parish, Louisiana",29832,61200,"Caldwell Parish, Louisiana",4955,7768
"G2200230","2012-2016",,,"Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Parish, Louisiana",65679,94800,"Cameron Parish, Louisiana",10547,15680
"G2200250","2012-2016",,,"Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catahoula Parish, Louisiana",34736,73700,"Catahoula Parish, Louisiana",5602,5744
"G2200270","2012-2016",,,"Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne Parish, Louisiana",28927,76100,"Claiborne Parish, Louisiana",2481,6408
"G2200290","2012-2016",,,"Louisiana","22","Concordia Parish","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concordia Parish, Louisiana",28405,77800,"Concordia Parish, Louisiana",3970,8948
"G2200310","2012-2016",,,"Louisiana","22","De Soto Parish","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Soto Parish, Louisiana",42368,103600,"De Soto Parish, Louisiana",3188,8023
"G2200330","2012-2016",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",49942,173200,"East Baton Rouge Parish, Louisiana",901,1886
"G2200350","2012-2016",,,"Louisiana","22","East Carroll Parish","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Carroll Parish, Louisiana",22093,55900,"East Carroll Parish, Louisiana",3258,8404
"G2200370","2012-2016",,,"Louisiana","22","East Feliciana Parish","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Feliciana Parish, Louisiana",48997,137100,"East Feliciana Parish, Louisiana",3251,15261
"G2200390","2012-2016",,,"Louisiana","22","Evangeline Parish","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evangeline Parish, Louisiana",30724,86600,"Evangeline Parish, Louisiana",1867,5399
"G2200410","2012-2016",,,"Louisiana","22","Franklin Parish","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Parish, Louisiana",32440,82100,"Franklin Parish, Louisiana",3126,4988
"G2200430","2012-2016",,,"Louisiana","22","Grant Parish","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant Parish, Louisiana",40389,87200,"Grant Parish, Louisiana",2323,5985
"G2200450","2012-2016",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",44573,100300,"Iberia Parish, Louisiana",1991,5865
"G2200470","2012-2016",,,"Louisiana","22","Iberville Parish","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberville Parish, Louisiana",46480,115500,"Iberville Parish, Louisiana",4914,8965
"G2200490","2012-2016",,,"Louisiana","22","Jackson Parish","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson Parish, Louisiana",38310,85300,"Jackson Parish, Louisiana",4037,7014
"G2200510","2012-2016",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",49457,173500,"Jefferson Parish, Louisiana",780,1477
"G2200530","2012-2016",,,"Louisiana","22","Jefferson Davis Parish","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis Parish, Louisiana",39202,97600,"Jefferson Davis Parish, Louisiana",3105,6906
"G2200550","2012-2016",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",52435,168300,"Lafayette Parish, Louisiana",1471,2410
"G2200570","2012-2016",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",52071,138200,"Lafourche Parish, Louisiana",2276,6320
"G2200590","2012-2016",,,"Louisiana","22","LaSalle Parish","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle Parish, Louisiana",35339,69100,"LaSalle Parish, Louisiana",2407,7105
"G2200610","2012-2016",,,"Louisiana","22","Lincoln Parish","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Parish, Louisiana",34527,141300,"Lincoln Parish, Louisiana",3124,11550
"G2200630","2012-2016",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",57334,152700,"Livingston Parish, Louisiana",3266,3005
"G2200650","2012-2016",,,"Louisiana","22","Madison Parish","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison Parish, Louisiana",25404,62000,"Madison Parish, Louisiana",2378,4727
"G2200670","2012-2016",,,"Louisiana","22","Morehouse Parish","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morehouse Parish, Louisiana",30279,80500,"Morehouse Parish, Louisiana",2087,4394
"G2200690","2012-2016",,,"Louisiana","22","Natchitoches Parish","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natchitoches Parish, Louisiana",30697,105400,"Natchitoches Parish, Louisiana",1883,8159
"G2200710","2012-2016",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",37488,197000,"Orleans Parish, Louisiana",820,3029
"G2200730","2012-2016",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",38974,128500,"Ouachita Parish, Louisiana",1662,4377
"G2200750","2012-2016",,,"Louisiana","22","Plaquemines Parish","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plaquemines Parish, Louisiana",50251,153700,"Plaquemines Parish, Louisiana",4794,16658
"G2200770","2012-2016",,,"Louisiana","22","Pointe Coupee Parish","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pointe Coupee Parish, Louisiana",44275,121400,"Pointe Coupee Parish, Louisiana",3422,6200
"G2200790","2012-2016",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",42132,129000,"Rapides Parish, Louisiana",1504,4737
"G2200810","2012-2016",,,"Louisiana","22","Red River Parish","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Parish, Louisiana",36831,83900,"Red River Parish, Louisiana",8803,3800
"G2200830","2012-2016",,,"Louisiana","22","Richland Parish","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland Parish, Louisiana",35684,86900,"Richland Parish, Louisiana",3794,5195
"G2200850","2012-2016",,,"Louisiana","22","Sabine Parish","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine Parish, Louisiana",39372,78900,"Sabine Parish, Louisiana",2570,5655
"G2200870","2012-2016",,,"Louisiana","22","St. Bernard Parish","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Bernard Parish, Louisiana",43565,133400,"St. Bernard Parish, Louisiana",2038,3647
"G2200890","2012-2016",,,"Louisiana","22","St. Charles Parish","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles Parish, Louisiana",61691,190200,"St. Charles Parish, Louisiana",2187,7080
"G2200910","2012-2016",,,"Louisiana","22","St. Helena Parish","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Helena Parish, Louisiana",36418,89900,"St. Helena Parish, Louisiana",6549,29792
"G2200930","2012-2016",,,"Louisiana","22","St. James Parish","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. James Parish, Louisiana",51386,134500,"St. James Parish, Louisiana",5352,9810
"G2200950","2012-2016",,,"Louisiana","22","St. John the Baptist Parish","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. John the Baptist Parish, Louisiana",51406,151000,"St. John the Baptist Parish, Louisiana",2338,5389
"G2200970","2012-2016",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",31424,95200,"St. Landry Parish, Louisiana",1461,4243
"G2200990","2012-2016",,,"Louisiana","22","St. Martin Parish","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Martin Parish, Louisiana",46450,108900,"St. Martin Parish, Louisiana",5026,7269
"G2201010","2012-2016",,,"Louisiana","22","St. Mary Parish","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary Parish, Louisiana",40771,95500,"St. Mary Parish, Louisiana",1353,5306
"G2201030","2012-2016",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",63686,202000,"St. Tammany Parish, Louisiana",1254,3576
"G2201050","2012-2016",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",43690,143300,"Tangipahoa Parish, Louisiana",2618,6435
"G2201070","2012-2016",,,"Louisiana","22","Tensas Parish","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tensas Parish, Louisiana",22385,57200,"Tensas Parish, Louisiana",3927,4277
"G2201090","2012-2016",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",48166,139200,"Terrebonne Parish, Louisiana",2847,4770
"G2201110","2012-2016",,,"Louisiana","22","Union Parish","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Parish, Louisiana",37049,89500,"Union Parish, Louisiana",2579,9933
"G2201130","2012-2016",,,"Louisiana","22","Vermilion Parish","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion Parish, Louisiana",47083,103800,"Vermilion Parish, Louisiana",2393,7530
"G2201150","2012-2016",,,"Louisiana","22","Vernon Parish","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon Parish, Louisiana",46561,107900,"Vernon Parish, Louisiana",1374,6873
"G2201170","2012-2016",,,"Louisiana","22","Washington Parish","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington Parish, Louisiana",31013,82100,"Washington Parish, Louisiana",1342,6190
"G2201190","2012-2016",,,"Louisiana","22","Webster Parish","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Parish, Louisiana",31920,80800,"Webster Parish, Louisiana",1887,3988
"G2201210","2012-2016",,,"Louisiana","22","West Baton Rouge Parish","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Baton Rouge Parish, Louisiana",53882,168600,"West Baton Rouge Parish, Louisiana",3788,9965
"G2201230","2012-2016",,,"Louisiana","22","West Carroll Parish","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Carroll Parish, Louisiana",36670,73100,"West Carroll Parish, Louisiana",4933,7106
"G2201250","2012-2016",,,"Louisiana","22","West Feliciana Parish","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Feliciana Parish, Louisiana",53364,197700,"West Feliciana Parish, Louisiana",7394,20359
"G2201270","2012-2016",,,"Louisiana","22","Winn Parish","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winn Parish, Louisiana",32063,71700,"Winn Parish, Louisiana",5259,6576
"G2300010","2012-2016",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Androscoggin County, Maine",48728,152100,"Androscoggin County, Maine",1442,2464
"G2300030","2012-2016",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aroostook County, Maine",38087,95800,"Aroostook County, Maine",1244,2205
"G2300050","2012-2016",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Maine",61902,251300,"Cumberland County, Maine",1106,3060
"G2300070","2012-2016",,,"Maine","23","Franklin County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Maine",43007,132400,"Franklin County, Maine",2386,5659
"G2300090","2012-2016",,,"Maine","23","Hancock County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Maine",50037,199800,"Hancock County, Maine",1577,5723
"G2300110","2012-2016",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennebec County, Maine",48570,151100,"Kennebec County, Maine",1346,2588
"G2300130","2012-2016",,,"Maine","23","Knox County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Maine",52239,198100,"Knox County, Maine",1757,6673
"G2300150","2012-2016",,,"Maine","23","Lincoln County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Maine",53515,209700,"Lincoln County, Maine",2182,5636
"G2300170","2012-2016",,,"Maine","23","Oxford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford County, Maine",42197,132900,"Oxford County, Maine",1691,4374
"G2300190","2012-2016",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penobscot County, Maine",45302,137000,"Penobscot County, Maine",1150,2863
"G2300210","2012-2016",,,"Maine","23","Piscataquis County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piscataquis County, Maine",36938,106800,"Piscataquis County, Maine",1777,6813
"G2300230","2012-2016",,,"Maine","23","Sagadahoc County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sagadahoc County, Maine",55766,194600,"Sagadahoc County, Maine",2532,6423
"G2300250","2012-2016",,,"Maine","23","Somerset County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maine",40484,107100,"Somerset County, Maine",1831,3555
