Census Tract,FIPS Code,Formatted FIPS,"Designated Qualified Opportunity Zones, as of 2018.",city,Median leverage ratio for all loans in 2016.,NAME,medincome,phisp,pblk
"06075015801, CA",6075015801,06075015801,Not Designated,San Francisco,3.35,"Census Tract 158.01, San Francisco County, California",66698,0.0926959475855375,0.3368114535306964
"06075016600, CA",6075016600,06075016600,Not Designated,San Francisco,3.47,"Census Tract 166, San Francisco County, California",118167,0.069303402814894,0.01906288972029218
"06075026401, CA",6075026401,06075026401,Not Designated,San Francisco,3.95,"Census Tract 264.01, San Francisco County, California",50694,0.16091644204851752,0.08652291105121294
"06075047802, CA",6075047802,06075047802,Not Designated,San Francisco,3.63,"Census Tract 478.02, San Francisco County, California",75091,0.09779019558039116,0
"06075020200, CA",6075020200,06075020200,Not Designated,San Francisco,3.2,"Census Tract 202, San Francisco County, California",58838,0.21120904706469318,0.03775153833361051
"06075010400, CA",6075010400,06075010400,Not Designated,San Francisco,3.29,"Census Tract 104, San Francisco County, California",102986,0.1030230708035004,0
"06075026004, CA",6075026004,06075026004,Designated Qualified Opportunity Zone,San Francisco,3.53,"Census Tract 260.04, San Francisco County, California",75962,0.3440292445166531,0.022339561332250204
"06075042602, CA",6075042602,06075042602,Not Designated,San Francisco,3.48,"Census Tract 426.02, San Francisco County, California",104943,0.05663430420711974,0.009061488673139158
"06075020401, CA",6075020401,06075020401,Not Designated,San Francisco,3.08,"Census Tract 204.01, San Francisco County, California",149886,0.05195638229634381,0.029185375240538807
"06075017101, CA",6075017101,06075017101,Not Designated,San Francisco,3.34,"Census Tract 171.01, San Francisco County, California",127065,0.0692186680650236,0.0437860513896172
"06075015500, CA",6075015500,06075015500,Not Designated,San Francisco,3.47,"Census Tract 155, San Francisco County, California",55313,0.08737332237743084,0.030402629416598194
"06075020900, CA",6075020900,06075020900,Not Designated,San Francisco,3.61,"Census Tract 209, San Francisco County, California",59896,0.48386442053988227,0.010757052973411813
"06075021000, CA",6075021e3,06075021000,Not Designated,San Francisco,3.59,"Census Tract 210, San Francisco County, California",98260,0.2072325682113469,0.025552187093980078
"06075021300, CA",6075021300,06075021300,Not Designated,San Francisco,3.17,"Census Tract 213, San Francisco County, California",167708,0.07406042741341194,0
"06075022903, CA",6075022903,06075022903,Not Designated,San Francisco,3.56,"Census Tract 229.03, San Francisco County, California",80972,0.4841168996188056,0.021283354510800507
"06075016400, CA",6075016400,06075016400,Not Designated,San Francisco,3.43,"Census Tract 164, San Francisco County, California",107254,0.06712962962962964,0.10648148148148148
"06075031202, CA",6075031202,06075031202,Not Designated,San Francisco,3.93,"Census Tract 312.02, San Francisco County, California",73839,0.11490683229813664,0.16211180124223604
"06075025402, CA",6075025402,06075025402,Not Designated,San Francisco,3.48,"Census Tract 254.02, San Francisco County, California",123313,0.20775716694772345,0.016863406408094434
"06075015900, CA",6075015900,06075015900,Not Designated,San Francisco,3.41,"Census Tract 159, San Francisco County, California",52479,0.09187442289935364,0.11334256694367498
"06075017102, CA",6075017102,06075017102,Not Designated,San Francisco,3.5,"Census Tract 171.02, San Francisco County, California",133079,0.07234042553191489,0.01702127659574468
"06075016900, CA",6075016900,06075016900,Not Designated,San Francisco,3.51,"Census Tract 169, San Francisco County, California",102218,0.09907120743034056,0.04643962848297214
"06075042601, CA",6075042601,06075042601,Not Designated,San Francisco,3.15,"Census Tract 426.01, San Francisco County, California",70100,0.10538922155688622,0.02658682634730539
"06075015600, CA",6075015600,06075015600,Not Designated,San Francisco,3.88,"Census Tract 156, San Francisco County, California",85625,0.0855222968845449,0.00855222968845449
"06075022802, CA",6075022802,06075022802,Not Designated,San Francisco,3.72,"Census Tract 228.02, San Francisco County, California",58772,0.4587843463780183,0.030807660283097418
"06075020300, CA",6075020300,06075020300,Not Designated,San Francisco,3.2,"Census Tract 203, San Francisco County, California",108750,0.14109459031951915,0.018032268269534957
"06075022702, CA",6075022702,06075022702,Not Designated,San Francisco,3.25,"Census Tract 227.02, San Francisco County, California",165551,0.09915140687807057,0.026351049575703438
"06075022803, CA",6075022803,06075022803,Not Designated,San Francisco,3.21,"Census Tract 228.03, San Francisco County, California",99375,0.47962044425274963,0.019624757386241105
"06075015200, CA",6075015200,06075015200,Not Designated,San Francisco,3.3,"Census Tract 152, San Francisco County, California",89440,0.05202718537614249,0.0635106632294352
"06075020500, CA",6075020500,06075020500,Not Designated,San Francisco,3.28,"Census Tract 205, San Francisco County, California",126971,0.07750865051903114,0.02041522491349481
"06075060502, CA",6075060502,06075060502,Designated Qualified Opportunity Zone,San Francisco,5.46,"Census Tract 605.02, San Francisco County, California",25434,0.3795918367346939,0.1956268221574344
"06075016200, CA",6075016200,06075016200,Not Designated,San Francisco,3.69,"Census Tract 162, San Francisco County, California",80651,0.11270003404834865,0.05005107252298264
"06075010300, CA",6075010300,06075010300,Not Designated,San Francisco,3.31,"Census Tract 103, San Francisco County, California",99120,0.12854181064270906,0
"06075010900, CA",6075010900,06075010900,Not Designated,San Francisco,3.73,"Census Tract 109, San Francisco County, California",117181,0.019788621542613,0.016865302451090622
"06075022901, CA",6075022901,06075022901,Not Designated,San Francisco,3.69,"Census Tract 229.01, San Francisco County, California",69013,0.6086803725180109,0.03479177648919346
"06075011100, CA",6075011100,06075011100,Not Designated,San Francisco,2.98,"Census Tract 111, San Francisco County, California",84442,0.07085219444991143,0.04625073804369219
"06075016300, CA",6075016300,06075016300,Not Designated,San Francisco,3.42,"Census Tract 163, San Francisco County, California",116928,0.09554710226001342,0.14656522712016112
"06075025800, CA",6075025800,06075025800,Not Designated,San Francisco,4.22,"Census Tract 258, San Francisco County, California",72868,0.3677826297913634,0.053857350800582245
"06075011000, CA",6075011e3,06075011000,Not Designated,San Francisco,3.32,"Census Tract 110, San Francisco County, California",115100,0.06284268241248418,0.015394348376212568
"06075061100, CA",6075061100,06075061100,Not Designated,San Francisco,2.7,"Census Tract 611, San Francisco County, California",17218,0.03841229193341869,0.005761843790012804
"06075013102, CA",6075013102,06075013102,Not Designated,San Francisco,3.11,"Census Tract 131.02, San Francisco County, California",124330,0.07758324751115689,0.0034328870580157913
"06075013500, CA",6075013500,06075013500,Not Designated,San Francisco,2.79,"Census Tract 135, San Francisco County, California",120714,0.0673076923076923,0.03365384615384615
"06075015300, CA",6075015300,06075015300,Not Designated,San Francisco,3.44,"Census Tract 153, San Francisco County, California",111250,0.09668755595344673,0.0729632945389436
"06075016801, CA",6075016801,06075016801,Not Designated,San Francisco,3.61,"Census Tract 168.01, San Francisco County, California",88929,0.09189356435643564,0.06590346534653466
"06075010800, CA",6075010800,06075010800,Not Designated,San Francisco,2.77,"Census Tract 108, San Francisco County, California",94875,0.0945945945945946,0
"06075016802, CA",6075016802,06075016802,Not Designated,San Francisco,3.73,"Census Tract 168.02, San Francisco County, California",79167,0.19435165502581234,0.05223200728818706
"06075017801, CA",6075017801,06075017801,Not Designated,San Francisco,3.34,"Census Tract 178.01, San Francisco County, California",17113,0.03801807416640698,0.03770645060766594
"06075026404, CA",6075026404,06075026404,Designated Qualified Opportunity Zone,San Francisco,4.8,"Census Tract 264.04, San Francisco County, California",48e3,0.22104144527098832,0.1569252568189869
"06075010600, CA",6075010600,06075010600,Not Designated,San Francisco,2.91,"Census Tract 106, San Francisco County, California",36949,0.04121110176619008,0.014017381553125876
"06075010700, CA",6075010700,06075010700,Not Designated,San Francisco,2.77,"Census Tract 107, San Francisco County, California",22425,0.05609003448901797,0
"06075012901, CA",6075012901,06075012901,Not Designated,San Francisco,3.25,"Census Tract 129.01, San Francisco County, California",142500,0.038813621384108384,0
"06075011200, CA",6075011200,06075011200,Not Designated,San Francisco,2.79,"Census Tract 112, San Francisco County, California",100139,0.039580209895052475,0.03298350824587706
"06075015100, CA",6075015100,06075015100,Not Designated,San Francisco,3.35,"Census Tract 151, San Francisco County, California",83750,0.08218549127640037,9.182736455463728e-4
"06075013101, CA",6075013101,06075013101,Not Designated,San Francisco,3.06,"Census Tract 131.01, San Francisco County, California",124063,0.08030451866404716,0.02504911591355599
"06075012601, CA",6075012601,06075012601,Not Designated,San Francisco,2.83,"Census Tract 126.01, San Francisco County, California",125139,0.13662790697674418,0.0170265780730897
"06075015802, CA",6075015802,06075015802,Not Designated,San Francisco,2.92,"Census Tract 158.02, San Francisco County, California",107143,0.10388437217705511,0.06744956338452274
"06075022902, CA",6075022902,06075022902,Not Designated,San Francisco,3.92,"Census Tract 229.02, San Francisco County, California",113750,0.4111356932153392,0.0420353982300885
"06075016000, CA",6075016e3,06075016000,Not Designated,San Francisco,3.15,"Census Tract 160, San Francisco County, California",62719,0.08992416034669556,0.07078367641747924
"06075012501, CA",6075012501,06075012501,Not Designated,San Francisco,3.66,"Census Tract 125.01, San Francisco County, California",19328,0.1778688524590164,0.13524590163934427
"06075012000, CA",6075012e3,06075012000,Not Designated,San Francisco,3.47,"Census Tract 120, San Francisco County, California",37219,0.10121150933871782,0.05451792024230187
"06075012100, CA",6075012100,06075012100,Not Designated,San Francisco,2.86,"Census Tract 121, San Francisco County, California",53595,0.2047082906857728,0.02840327533265097
"06075011300, CA",6075011300,06075011300,Not Designated,San Francisco,3.02,"Census Tract 113, San Francisco County, California",24426,0.012087553087226397,0.021561581182620058
"06075011902, CA",6075011902,06075011902,Not Designated,San Francisco,N/A,"Census Tract 119.02, San Francisco County, California",74077,0.14758717858400847,0.017964071856287425
"06075012202, CA",6075012202,06075012202,Not Designated,San Francisco,N/A,"Census Tract 122.02, San Francisco County, California",31202,0.2751452155304188,0.10852950168144299
"06075012302, CA",6075012302,06075012302,Not Designated,San Francisco,N/A,"Census Tract 123.02, San Francisco County, California",39081,0.14274416765519968,0.051403716884143934
"06075012301, CA",6075012301,06075012301,Not Designated,San Francisco,N/A,"Census Tract 123.01, San Francisco County, California",15272,0.3302878026496117,0.07903152124257652
"06075012201, CA",6075012201,06075012201,Not Designated,San Francisco,3.18,"Census Tract 122.01, San Francisco County, California",43698,0.27707275803722503,0.10025380710659898
"06075012401, CA",6075012401,06075012401,Not Designated,San Francisco,N/A,"Census Tract 124.01, San Francisco County, California",18979,0.2715001088613107,0.08991944263008926
"06075011901, CA",6075011901,06075011901,Not Designated,San Francisco,3,"Census Tract 119.01, San Francisco County, California",72364,0.09961089494163425,0.012840466926070038
"06075012502, CA",6075012502,06075012502,Not Designated,San Francisco,N/A,"Census Tract 125.02, San Francisco County, California",11971,0.17852161785216178,0.11324965132496513
"06075011800, CA",6075011800,06075011800,Not Designated,San Francisco,N/A,"Census Tract 118, San Francisco County, California",20800,0.06081946222791293,6.402048655569782e-4
